이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
에스뿌아르,hiking6666,,2,189,0,3,9,94.5,26.97,0.0,-100.0,1.5,6.23,2.74
ㅇㅇ,beach3823,,2,233,0,9,3,116.5,56.53,0.0,-100.0,4.5,218.68,1.66
BD러셀,system0107,,2,122,0,1,2,61.0,-18.04,0.0,-100.0,0.5,-64.59,1.48
ㅇㅇ,though4797,,2,157,0,3,0,78.5,5.47,0.0,-100.0,1.5,6.23,1.12
ㅇㅇ,carry6516,,2,160,0,1,0,80.0,7.49,0.0,-100.0,0.5,-64.59,1.12
ㅇㅇ,cancel3240,,2,80,3,0,2,40.0,-46.26,1.5,34.12,0.0,-100.0,1.48
wasd337184,pair4323,,2,113,0,1,0,56.5,-24.09,0.0,-100.0,0.5,-64.59,1.12
ㅇㅇ,solve1606,,2,263,4,13,15,131.5,76.68,2.0,78.82,6.5,360.31,3.82
ㅇㅇ,swimsuit6134,,2,117,0,1,0,58.5,-21.4,0.0,-100.0,0.5,-64.59,1.12
ㅇㅇ,cold9359,,2,174,7,3,0,87.0,16.89,3.5,212.94,1.5,6.23,1.12
ㅇㅇ,adequate5126,,2,175,0,3,1,87.5,17.56,0.0,-100.0,1.5,6.23,1.3
♥섹♥스♥,pizza8148,,2,87,0,1,0,43.5,-41.55,0.0,-100.0,0.5,-64.59,1.12
ㅇㅇ,prefer7349,,2,130,0,3,7,65.0,-12.67,0.0,-100.0,1.5,6.23,2.38
상하좌우,whip3266,,2,87,0,1,14,43.5,-41.55,0.0,-100.0,0.5,-64.59,3.64
풀이끼,grammar5674,,2,205,6,2,0,102.5,37.72,3.0,168.23,1.0,-29.18,1.12
ㅇㅇ,painful3840,,2,446,1,3,1,223.0,199.62,0.5,-55.29,1.5,6.23,1.3
서도윤의_뉴스공장,hometown9870,,2,95,2,0,0,47.5,-36.18,1.0,-10.59,0.0,-100.0,1.12
ㅇㅇ,creek1513,,2,142,0,1,0,71.0,-4.61,0.0,-100.0,0.5,-64.59,1.12
wojo,hentai6974,,2,120,0,5,4,60.0,-19.38,0.0,-100.0,2.5,77.04,1.84
ㅇㅇ,112.140,,2,269,0,3,0,134.5,80.71,0.0,-100.0,1.5,6.23,1.12
ㅇㅇ,lecture0690,,2,155,0,0,3,77.5,4.13,0.0,-100.0,0.0,-100.0,1.66
ㅇㅇ,shift8943,,2,187,0,3,4,93.5,25.63,0.0,-100.0,1.5,6.23,1.84
댓글용계정,smooth8445,,2,93,0,2,3,46.5,-37.52,0.0,-100.0,1.0,-29.18,1.66
ㅇㅇ,cavity6892,,2,257,0,2,0,128.5,72.65,0.0,-100.0,1.0,-29.18,1.12
ㅇㅇ,203.245,,2,107,0,2,0,53.5,-28.12,0.0,-100.0,1.0,-29.18,1.12
ㅇㅇ,liter0445,,2,84,1,0,0,42.0,-43.57,0.5,-55.29,0.0,-100.0,1.12
반고닉098,suddenly2218,,2,129,4,1,0,64.5,-13.34,2.0,78.82,0.5,-64.59,1.12
노무현주니어,sedrhuji,,2,456,7,9,9,228.0,206.34,3.5,212.94,4.5,218.68,2.74
ㅇㅇ,manifest5691,,2,121,1,0,2,60.5,-18.71,0.5,-55.29,0.0,-100.0,1.48
ㅇㅇ,yhy265,,2,186,0,6,9,93.0,24.95,0.0,-100.0,3.0,112.45,2.74
메가나이트 조재혁,194.114,,2,114,1,0,1,57.0,-23.42,0.5,-55.29,0.0,-100.0,1.3
ㅇㅇ,172.226,,2,93,0,3,1,46.5,-37.52,0.0,-100.0,1.5,6.23,1.3
ㅇㅇ,107.191,,2,185,0,2,0,92.5,24.28,0.0,-100.0,1.0,-29.18,1.12
ㅇㅇ,anxious5667,,2,628,54,7,0,314.0,321.89,27.0,2314.1,3.5,147.86,1.12
홍꼭간,erase4384,,2,115,1,0,7,57.5,-22.74,0.5,-55.29,0.0,-100.0,2.38
ㅇㅇ,below7287,,2,118,0,6,2,59.0,-20.73,0.0,-100.0,3.0,112.45,1.48
시케이,berry8472,,2,107,0,1,1,53.5,-28.12,0.0,-100.0,0.5,-64.59,1.3
ㅇㅇ,vice4326,,2,85,0,0,1,42.5,-42.9,0.0,-100.0,0.0,-100.0,1.3
ㅇㅇ,evidence0809,,2,144,1,3,1,72.0,-3.26,0.5,-55.29,1.5,6.23,1.3
ㅇㅇ,same4220,,2,75,0,0,0,37.5,-49.62,0.0,-100.0,0.0,-100.0,1.12
ㅇㅇ,very6610,,2,165,2,1,0,82.5,10.85,1.0,-10.59,0.5,-64.59,1.12
ㅇㅇ,economy2400,,2,81,0,1,3,40.5,-45.58,0.0,-100.0,0.5,-64.59,1.66
ㅇㅇㅇ,achieve3960,,2,109,0,0,1,54.5,-26.77,0.0,-100.0,0.0,-100.0,1.3
ㅇㅇ,mzlyy,,2,184,9,1,1,92.0,23.61,4.5,302.35,0.5,-64.59,1.3
HaibaraAI,bore2972,,2,126,1,1,0,63.0,-15.35,0.5,-55.29,0.5,-64.59,1.12
ㅇㅇ,amazing4401,,2,132,0,3,3,66.0,-11.32,0.0,-100.0,1.5,6.23,1.66
La_Valse,heavily0396,,2,361,3,0,15,180.5,142.52,1.5,34.12,0.0,-100.0,3.82
ㅇㅇ,jupiter5399,,2,106,0,0,23,53.0,-28.79,0.0,-100.0,0.0,-100.0,5.26
ㅇㅇ,contract4762,,2,145,3,5,2,72.5,-2.59,1.5,34.12,2.5,77.04,1.48
펜타킬,downside2196,,2,137,2,3,1,68.5,-7.96,1.0,-10.59,1.5,6.23,1.3
ㅇㅇ,116.68,,2,138,0,0,0,69.0,-7.29,0.0,-100.0,0.0,-100.0,1.12
그렇게산자,adequate6728,,2,118,0,2,0,59.0,-20.73,0.0,-100.0,1.0,-29.18,1.12
ㅇㅇ,classic0868,,2,190,3,1,8,95.0,27.64,1.5,34.12,0.5,-64.59,2.56
ㅇㅇ,quote1438,,2,163,6,1,0,81.5,9.5,3.0,168.23,0.5,-64.59,1.12
강민철의구마유시해체분석,happily6992,,2,81,0,0,0,40.5,-45.58,0.0,-100.0,0.0,-100.0,1.12
똥ㄱ이,happily4566,,2,100,2,0,2,50.0,-32.82,1.0,-10.59,0.0,-100.0,1.48
ㅇㅇ,soda7314,,2,132,2,2,0,66.0,-11.32,1.0,-10.59,1.0,-29.18,1.12
ㅇㅇ,penny4413,,2,121,0,2,3,60.5,-18.71,0.0,-100.0,1.0,-29.18,1.66
고려대학교,within9155,,2,336,7,3,1,168.0,125.72,3.5,212.94,1.5,6.23,1.3
현주현주좋아,fist2344,,2,391,9,1,1,195.5,162.67,4.5,302.35,0.5,-64.59,1.3
눌렁,sk64852068,,2,174,0,2,11,87.0,16.89,0.0,-100.0,1.0,-29.18,3.1
nmeme,prove2902,,2,111,2,0,0,55.5,-25.43,1.0,-10.59,0.0,-100.0,1.12
진리의빛,dead4625,,2,171,0,9,4,85.5,14.88,0.0,-100.0,4.5,218.68,1.84
Renewa,203.142,,2,366,18,4,1,183.0,145.88,9.0,704.7,2.0,41.63,1.3
좃바금메시리버풀빅팀,203.254,,2,172,9,3,7,86.0,15.55,4.5,302.35,1.5,6.23,2.38
ㅇㅇ,stock5453,,2,143,0,2,0,71.5,-3.93,0.0,-100.0,1.0,-29.18,1.12
버나디나헤이,emerge7524,,2,163,0,5,2,81.5,9.5,0.0,-100.0,2.5,77.04,1.48
ㅇㅇ,musician2634,,2,583,46,1,0,291.5,291.66,23.0,1956.46,0.5,-64.59,1.12
만19세_국민의힘당원,clash1714,,2,137,1,1,2,68.5,-7.96,0.5,-55.29,0.5,-64.59,1.48
ㅇㅇ,inform2243,,2,2583,47,28,9,1291.5,1635.24,23.5,2001.16,14.0,891.44,2.74
ㅇㅇ,finance0718,,2,98,0,3,1,49.0,-34.16,0.0,-100.0,1.5,6.23,1.3
시노부™,thirst7598,,2,97,0,2,2,48.5,-34.84,0.0,-100.0,1.0,-29.18,1.48
ㅇㅇ,shallow9529,,2,338,1,1,0,169.0,127.07,0.5,-55.29,0.5,-64.59,1.12
ㅇㅇ,sssss112,,2,166,0,4,22,83.0,11.52,0.0,-100.0,2.0,41.63,5.08
ㅇㅇ,203.17,,2,117,0,1,0,58.5,-21.4,0.0,-100.0,0.5,-64.59,1.12
콕이,major3625,,2,68,0,1,0,34.0,-54.32,0.0,-100.0,0.5,-64.59,1.12
ㅇㅇ,cute4239,,2,162,3,2,1,81.0,8.83,1.5,34.12,1.0,-29.18,1.3
아에이오우이,author9215,,2,168,0,5,2,84.0,12.86,0.0,-100.0,2.5,77.04,1.48
깃깃,some2522,,2,91,0,0,0,45.5,-38.87,0.0,-100.0,0.0,-100.0,1.12
루키서,deal8308,,2,147,0,4,0,73.5,-1.25,0.0,-100.0,2.0,41.63,1.12
야남,goddess4280,,2,169,0,9,3,84.5,13.53,0.0,-100.0,4.5,218.68,1.66
도쿄대학교,piano0421,,2,131,2,6,0,65.5,-12.0,1.0,-10.59,3.0,112.45,1.12
ㅇㅇ,contrast8831,,2,132,0,4,1,66.0,-11.32,0.0,-100.0,2.0,41.63,1.3
바르샤바,point6699,,2,134,2,9,5,67.0,-9.98,1.0,-10.59,4.5,218.68,2.02
Asdf,widow6993,,2,296,0,6,3,148.0,98.85,0.0,-100.0,3.0,112.45,1.66
ㅇㅇ,outside6420,,2,92,0,0,9,46.0,-38.2,0.0,-100.0,0.0,-100.0,2.74
안달,random4433,,2,180,6,4,4,90.0,20.92,3.0,168.23,2.0,41.63,1.84
맨유챔스우승,shirt9115,,2,680,2,19,10,340.0,356.82,1.0,-10.59,9.5,572.76,2.92
ㅇㅇ,leisure1844,,2,228,0,6,0,114.0,53.17,0.0,-100.0,3.0,112.45,1.12
ㅇㅇ,taxi6596,,2,120,1,0,0,60.0,-19.38,0.5,-55.29,0.0,-100.0,1.12
고의,inhabit9150,,2,76,0,0,0,38.0,-48.94,0.0,-100.0,0.0,-100.0,1.12
정커킹,gaze0951,,2,214,1,1,0,107.0,43.76,0.5,-55.29,0.5,-64.59,1.12
ㅇㅇ,cast2849,,2,108,1,0,2,54.0,-27.45,0.5,-55.29,0.0,-100.0,1.48
호스피스,anybody2504,,2,90,0,1,0,45.0,-39.54,0.0,-100.0,0.5,-64.59,1.12
ㅇㅇ,visual2593,,2,149,0,1,1,74.5,0.1,0.0,-100.0,0.5,-64.59,1.3
쿠우,parang9597,,2,79,0,1,0,39.5,-46.93,0.0,-100.0,0.5,-64.59,1.12
ㅇㅇ,39.110,,2,82,2,0,0,41.0,-44.91,1.0,-10.59,0.0,-100.0,1.12
ㅇㅇ,magician3736,,2,126,1,0,4,63.0,-15.35,0.5,-55.29,0.0,-100.0,1.84
ㅇㅇ,beef5196,,2,116,0,0,0,58.0,-22.07,0.0,-100.0,0.0,-100.0,1.12
다믿,cashier3749,,2,196,0,5,12,98.0,31.67,0.0,-100.0,2.5,77.04,3.28
ㅇㅇ,y2kbugfj,,2,163,0,4,8,81.5,9.5,0.0,-100.0,2.0,41.63,2.56
안달,drama6906,,2,161,7,2,0,80.5,8.16,3.5,212.94,1.0,-29.18,1.12
서주형,sheep1697,,2,201,28,0,0,100.5,35.03,14.0,1151.76,0.0,-100.0,1.12
ㅇㅇ,golden8841,,2,107,0,1,14,53.5,-28.12,0.0,-100.0,0.5,-64.59,3.64
카이스브로커,mibunable,,2,91,1,1,1,45.5,-38.87,0.5,-55.29,0.5,-64.59,1.3
Ilikeancient,begin5530,,2,140,0,0,0,70.0,-5.95,0.0,-100.0,0.0,-100.0,1.12
군필5수평균4등급,4t5k1fdq8f89,,2,142,1,5,3,71.0,-4.61,0.5,-55.29,2.5,77.04,1.66
K.셜록,thread4416,,2,104,1,6,9,52.0,-30.13,0.5,-55.29,3.0,112.45,2.74
ㅇㅇ,world7327,,1,20,0,0,1,20.0,-73.13,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ,pure5571,,1,21,0,0,0,21.0,-71.78,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,beer3334,,1,22,0,1,0,22.0,-70.44,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,dirlqnswhgek12,,1,24,0,1,4,24.0,-67.75,0.0,-100.0,1.0,-29.18,1.28
ㅇㅇ,129.236,,1,28,0,0,0,28.0,-62.38,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,155.117,,1,36,0,0,0,36.0,-51.63,0.0,-100.0,0.0,-100.0,0.56
압스토어,slice0444,,1,30,0,0,0,30.0,-59.69,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,support5470,,1,27,0,3,0,27.0,-63.72,0.0,-100.0,3.0,112.45,0.56
ㅇㅇ,piano9490,,1,47,3,3,1,47.0,-36.85,3.0,168.23,3.0,112.45,0.74
ring3243,ring3243,,1,27,0,0,0,27.0,-63.72,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,young2217,,1,20,0,0,0,20.0,-73.13,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,194.195,,1,29,2,0,0,29.0,-61.04,2.0,78.82,0.0,-100.0,0.56
ㅇㅇ,beyond7367,,1,26,0,0,0,26.0,-65.07,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,magician3713,,1,40,1,0,0,40.0,-46.26,1.0,-10.59,0.0,-100.0,0.56
여친빌리겠습니다,spare0993,,1,24,0,0,0,24.0,-67.75,0.0,-100.0,0.0,-100.0,0.56
냥컴지망생,hanyangn05,,1,39,1,2,0,39.0,-47.6,1.0,-10.59,2.0,41.63,0.56
햄부기좋아,scar7213,,1,74,6,1,0,74.0,-0.57,6.0,436.47,1.0,-29.18,0.56
Oneway,suitable1781,,1,42,0,3,1,42.0,-43.57,0.0,-100.0,3.0,112.45,0.74
ㅇㅇ,melon7105,,1,43,0,0,0,43.0,-42.23,0.0,-100.0,0.0,-100.0,0.56
Alliance,shintail,,1,38,0,0,0,38.0,-48.94,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,path5081,,1,26,0,0,0,26.0,-65.07,0.0,-100.0,0.0,-100.0,0.56
아마가이루카,electric7708,,1,52,0,2,2,52.0,-30.13,0.0,-100.0,2.0,41.63,0.92
노이어,lullurarra09,,1,41,0,1,0,41.0,-44.91,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,shade5910,,1,21,0,0,1,21.0,-71.78,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ,judicial7751,,1,62,5,1,0,62.0,-16.7,5.0,347.06,1.0,-29.18,0.56
ㅇㅇ,tear0146,,1,34,0,0,0,34.0,-54.32,0.0,-100.0,0.0,-100.0,0.56
모유분비유도가이드,dispute8357,,1,45,0,0,0,45.0,-39.54,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,found0518,,1,43,0,2,1,43.0,-42.23,0.0,-100.0,2.0,41.63,0.74
Zeus,drill03,,1,34,1,3,0,34.0,-54.32,1.0,-10.59,3.0,112.45,0.56
ㅇㅇ,210.219,,1,40,0,0,3,40.0,-46.26,0.0,-100.0,0.0,-100.0,1.1
성동동대문갑,feather8580,,1,42,1,0,0,42.0,-43.57,1.0,-10.59,0.0,-100.0,0.56
ㅇㅇ,deeply5225,,1,44,0,0,0,44.0,-40.88,0.0,-100.0,0.0,-100.0,0.56
제이콜,rear2511,,1,26,0,0,0,26.0,-65.07,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,light6794,,1,102,2,0,0,102.0,37.05,2.0,78.82,0.0,-100.0,0.56
ㅇㅇ,journey9906,,1,92,0,4,0,92.0,23.61,0.0,-100.0,4.0,183.27,0.56
qhrthtn,officer5605,,1,42,0,0,0,42.0,-43.57,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,squirrel1341,,1,43,2,3,0,43.0,-42.23,2.0,78.82,3.0,112.45,0.56
송극장,author6089,,1,59,0,7,1,59.0,-20.73,0.0,-100.0,7.0,395.72,0.74
ㅇㅇ,salty8683,,1,27,0,0,0,27.0,-63.72,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,baseball4981,,1,26,0,0,0,26.0,-65.07,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,hbq33q6e612i,,1,45,0,2,2,45.0,-39.54,0.0,-100.0,2.0,41.63,0.92
나깐무란유우,cheek7109,,1,23,0,0,0,23.0,-69.1,0.0,-100.0,0.0,-100.0,0.56
순수이안단,action0476,,1,32,0,0,0,32.0,-57.01,0.0,-100.0,0.0,-100.0,0.56
yu+,punish6699,,1,62,0,0,4,62.0,-16.7,0.0,-100.0,0.0,-100.0,1.28
Cover,stand1870,,1,74,0,3,0,74.0,-0.57,0.0,-100.0,3.0,112.45,0.56
mandii,gansi1,,1,23,0,0,1,23.0,-69.1,0.0,-100.0,0.0,-100.0,0.74
Stеlla,football6106,,1,67,3,6,141,67.0,-9.98,3.0,168.23,6.0,324.9,25.94
04검사,04prosecutor,,1,67,0,0,0,67.0,-9.98,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,move6638,,1,25,0,0,0,25.0,-66.41,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,charge8007,,1,54,0,5,5,54.0,-27.45,0.0,-100.0,5.0,254.09,1.46
ㅇㅇ,material1759,,1,32,0,2,0,32.0,-57.01,0.0,-100.0,2.0,41.63,0.56
ㅇㅇ,second6050,,1,33,0,0,0,33.0,-55.66,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,verse7320,,1,36,0,2,1,36.0,-51.63,0.0,-100.0,2.0,41.63,0.74
정병히키,seek4903,,1,33,0,0,371,33.0,-55.66,0.0,-100.0,0.0,-100.0,67.34
ㅇㅇ,expense7329,,1,23,0,0,0,23.0,-69.1,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,haircut7636,,1,111,1,13,2,111.0,49.14,1.0,-10.59,13.0,820.62,0.92
ㅇㅇ,contact6144,,1,50,0,0,0,50.0,-32.82,0.0,-100.0,0.0,-100.0,0.56
여장아네로스딜도유두,gift2219,,1,42,0,0,0,42.0,-43.57,0.0,-100.0,0.0,-100.0,0.56
철도의힘,whose6694,,1,44,0,0,0,44.0,-40.88,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,piece2218,,1,44,0,1,0,44.0,-40.88,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,merit2960,,1,25,0,0,0,25.0,-66.41,0.0,-100.0,0.0,-100.0,0.56
송극장,neat5906,,1,53,2,4,1,53.0,-28.79,2.0,78.82,4.0,183.27,0.74
ㅇㅇ,city2212,,1,37,0,0,0,37.0,-50.29,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,weekend0127,,1,50,0,0,0,50.0,-32.82,0.0,-100.0,0.0,-100.0,0.56
릅갈통,zeewoo1211,,1,33,0,1,0,33.0,-55.66,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,reward5326,,1,50,0,3,0,50.0,-32.82,0.0,-100.0,3.0,112.45,0.56
ps,pspspsps,,1,81,0,5,2,81.0,8.83,0.0,-100.0,5.0,254.09,0.92
OO,flour6694,,1,74,0,3,1,74.0,-0.57,0.0,-100.0,3.0,112.45,0.74
ㅇㅇ,steak6176,,1,26,0,0,0,26.0,-65.07,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,shake1527,,1,32,0,1,0,32.0,-57.01,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,aspect0215,,1,35,2,0,0,35.0,-52.97,2.0,78.82,0.0,-100.0,0.56
xxxtentacion,cash7964,,1,77,8,5,0,77.0,3.46,8.0,615.29,5.0,254.09,0.56
ㅇㅇ,thank0959,,1,65,1,6,0,65.0,-12.67,1.0,-10.59,6.0,324.9,0.56
ㅇㅇ,wore5366,,1,50,0,1,0,50.0,-32.82,0.0,-100.0,1.0,-29.18,0.56
마로오오,tropical5776,,1,50,0,2,2,50.0,-32.82,0.0,-100.0,2.0,41.63,0.92
배배짱짱이이,basic3093,,1,50,0,0,0,50.0,-32.82,0.0,-100.0,0.0,-100.0,0.56
실모먹먹,ruler5438,,1,69,0,1,0,69.0,-7.29,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,doctor7082,,1,44,0,0,0,44.0,-40.88,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,monthl3548,,1,31,0,0,0,31.0,-58.35,0.0,-100.0,0.0,-100.0,0.56
standoutfitin,faithful3013,,1,28,0,0,0,28.0,-62.38,0.0,-100.0,0.0,-100.0,0.56
비온뒤맑음,wire5555,,1,44,0,4,108,44.0,-40.88,0.0,-100.0,4.0,183.27,20.0
ㅇㅇ,donate7000,,1,45,1,0,2,45.0,-39.54,1.0,-10.59,0.0,-100.0,0.92
ㅇㅇ,smooth8713,,1,45,1,1,0,45.0,-39.54,1.0,-10.59,1.0,-29.18,0.56
똥굴,spectrum4086,,1,57,1,0,0,57.0,-23.42,1.0,-10.59,0.0,-100.0,0.56
ㅇㅇ,splash5571,,1,43,0,0,0,43.0,-42.23,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,keyboard7197,,1,89,0,1,0,89.0,19.58,0.0,-100.0,1.0,-29.18,0.56
응우옌씨발놈의새끼,either1959,,1,48,0,0,0,48.0,-35.51,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,working7810,,1,63,0,1,0,63.0,-15.35,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,steam6305,,1,34,0,0,0,34.0,-54.32,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,pinch6138,,1,37,0,0,0,37.0,-50.29,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,skip8938,,1,43,0,0,0,43.0,-42.23,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,wicked3955,,1,54,4,0,0,54.0,-27.45,4.0,257.65,0.0,-100.0,0.56
아비부다,alkyl,,1,59,0,3,253,59.0,-20.73,0.0,-100.0,3.0,112.45,46.1
빙수,ending3900,,1,49,0,1,0,49.0,-34.16,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,scissor2705,,1,44,0,3,0,44.0,-40.88,0.0,-100.0,3.0,112.45,0.56
ㅇㅇ,wlsskqlc1234,,1,44,0,3,4,44.0,-40.88,0.0,-100.0,3.0,112.45,1.28
쟈니퀘스트,agathering,,1,35,0,0,1,35.0,-52.97,0.0,-100.0,0.0,-100.0,0.74
ㅇㅇ,football6893,,1,93,0,1,0,93.0,24.95,0.0,-100.0,1.0,-29.18,0.56
팅이,overflow6775,,1,52,1,6,1,52.0,-30.13,1.0,-10.59,6.0,324.9,0.74
야호붕붕,dirtfish13,,1,45,0,0,0,45.0,-39.54,0.0,-100.0,0.0,-100.0,0.56
비돈(차차단),present3585,,1,51,0,4,0,51.0,-31.48,0.0,-100.0,4.0,183.27,0.56
아담이,gytjd0577,,1,71,0,0,3,71.0,-4.61,0.0,-100.0,0.0,-100.0,1.1
클로린드남편,include4688,,1,57,0,0,0,57.0,-23.42,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,laborer3170,,1,94,8,2,0,94.0,26.3,8.0,615.29,2.0,41.63,0.56
맨체스터는맨유,beauty9069,,1,82,1,5,1,82.0,10.17,1.0,-10.59,5.0,254.09,0.74
ㅇㅇ,prohibit5091,,1,60,0,1,0,60.0,-19.38,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,county2911,,1,50,0,0,0,50.0,-32.82,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,audience2481,,1,34,0,0,3,34.0,-54.32,0.0,-100.0,0.0,-100.0,1.1
시보,chansoo0916,,1,39,0,5,2,39.0,-47.6,0.0,-100.0,5.0,254.09,0.92
ㅇㅇ,cloudy2118,,1,49,1,3,3,49.0,-34.16,1.0,-10.59,3.0,112.45,1.1
ㅇㅇ,obesity9716,,1,81,0,0,0,81.0,8.83,0.0,-100.0,0.0,-100.0,0.56
정묘진,pitch9114,,1,79,3,0,0,79.0,6.14,3.0,168.23,0.0,-100.0,0.56
Linear,hyee0512,,1,74,3,5,98,74.0,-0.57,3.0,168.23,5.0,254.09,18.2
Solidus,liquidsolidus,,1,67,0,2,1,67.0,-9.98,0.0,-100.0,2.0,41.63,0.74
ㅇㅇ,island3599,,1,42,0,1,0,42.0,-43.57,0.0,-100.0,1.0,-29.18,0.56
ㅇㅇ,issue7346,,1,42,0,0,0,42.0,-43.57,0.0,-100.0,0.0,-100.0,0.56
봄미다,4xzess2vxice,,1,40,0,4,0,40.0,-46.26,0.0,-100.0,4.0,183.27,0.56
ㅇㅇ,festival7949,,1,69,1,1,0,69.0,-7.29,1.0,-10.59,1.0,-29.18,0.56
ㅇㅇ,trust1466,,1,59,0,0,0,59.0,-20.73,0.0,-100.0,0.0,-100.0,0.56
트리토돈,acute7285,,1,29,0,0,2,29.0,-61.04,0.0,-100.0,0.0,-100.0,0.92
ㅇㅇ,advance1754,,1,53,0,2,0,53.0,-28.79,0.0,-100.0,2.0,41.63,0.56
요일,saturday4774,,1,328,5,0,0,328.0,340.7,5.0,347.06,0.0,-100.0,0.56
ㅇㅇ,156.146,,1,41,0,1,1,41.0,-44.91,0.0,-100.0,1.0,-29.18,0.74
♡국가원수♡,distant1820,,1,40,0,0,0,40.0,-46.26,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,lose1010,,1,94,1,2,1,94.0,26.3,1.0,-10.59,2.0,41.63,0.74
해날로펌막내딸유세희,properly6255,,1,43,0,0,0,43.0,-42.23,0.0,-100.0,0.0,-100.0,0.56
마파두부!,survive0818,,1,36,1,1,1,36.0,-51.63,1.0,-10.59,1.0,-29.18,0.74
푸우산대,ever7748,,1,37,0,0,2,37.0,-50.29,0.0,-100.0,0.0,-100.0,0.92
oracle,service7099,,1,48,0,0,4,48.0,-35.51,0.0,-100.0,0.0,-100.0,1.28
ㅇㅇ,ascdko0110,,1,37,0,0,0,37.0,-50.29,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,kill0307,,1,29,0,0,0,29.0,-61.04,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,left7218,,1,40,1,0,0,40.0,-46.26,1.0,-10.59,0.0,-100.0,0.56
ocean,solo9791,,1,48,0,2,0,48.0,-35.51,0.0,-100.0,2.0,41.63,0.56
ㅇㅇ,126.216,,1,42,0,2,1,42.0,-43.57,0.0,-100.0,2.0,41.63,0.74
Makima,thigh9255,,1,2115,48,8,0,2115.0,2741.68,48.0,4191.74,8.0,466.54,0.56
이재명,tiny5006,,1,56,0,0,0,56.0,-24.76,0.0,-100.0,0.0,-100.0,0.56
이잼연임,humanity8087,,1,45,1,2,3,45.0,-39.54,1.0,-10.59,2.0,41.63,1.1
ㅇㅇ,keep7396,,1,62,0,3,0,62.0,-16.7,0.0,-100.0,3.0,112.45,0.56
ㅇㅇ,sidewalk5938,,1,62,3,3,0,62.0,-16.7,3.0,168.23,3.0,112.45,0.56
ㅇㅇ,125.209,,1,92,0,5,2,92.0,23.61,0.0,-100.0,5.0,254.09,0.92
●●●●●●●●●●●●●●●●●●●●,beach4162,,1,37,0,0,0,37.0,-50.29,0.0,-100.0,0.0,-100.0,0.56
대한술탄국,deliver4176,,1,29,0,0,0,29.0,-61.04,0.0,-100.0,0.0,-100.0,0.56
Manchester_Blue,fairy5706,,1,64,0,0,0,64.0,-14.01,0.0,-100.0,0.0,-100.0,0.56
ㅇㅇ,snowman5849,,1,37,2,0,0,37.0,-50.29,2.0,78.82,0.0,-100.0,0.56
ㅇㅇ,cheese9805,,1,67,7,0,0,67.0,-9.98,7.0,525.88,0.0,-100.0,0.56
ㅇㅇ,dish1093,,1,61,1,3,3,61.0,-18.04,1.0,-10.59,3.0,112.45,1.1
ㅇㅇ,donation1703,,1,30,0,0,0,30.0,-59.69,0.0,-100.0,0.0,-100.0,0.56
